#X,V0_V,dV0dT_V_K
0.00387,0.907483190202445,0.000615430332209961
0.0048192,0.847030218897483,0.000609755272716783
0.0057684,0.812571043176713,0.000604080213223606
0.0067176,0.774266412485247,0.000598405153730428
0.0076668,0.715359790213054,0.00059273009423725
0.008616,0.674021019579613,0.000587055034744073
0.0095652,0.653510077962719,0.000581379975250895
0.0105144,0.634303583324806,0.000575704915757718
0.0114636,0.613501094802471,0.00057002985626454
0.0124128,0.593754798099771,0.000564354693128666
0.013362,0.572893025955,0.000558679633635488
0.0143112,0.550164337797794,0.000553043854724309
0.0152604,0.526672665595422,0.000547457202451302
0.0162096,0.515016854797141,0.000541870446535599
0.0171588,0.503360763971841,0.000536283794262592
0.018108,0.491697905470194,0.000530697038346889
0.0190572,0.48003497422692,0.000525110386073883
0.0200064,0.467650762557172,0.000519523630158179
0.0209557,0.453051633720178,0.000513936977885173
0.0219049,0.44206037989228,0.00050835022196947
0.0228541,0.433796929096377,0.000502763569696463
0.0238033,0.4255335510421,0.00049717681378076
0.0247525,0.417297633441571,0.000491659913042542
0.0257017,0.409160802881423,0.000486151718290836
0.0266509,0.401024003222346,0.000480643627181826
0.0276001,0.392887172662198,0.00047513543243012
0.0285493,0.383248175759091,0.000469627341321111
0.0294985,0.373208258004595,0.000464119146569405
0.0304477,0.363953568220355,0.000458611055460395
0.0313969,0.355515862912076,0.000453102860708689
0.0323461,0.347078157603796,0.000447594665956983
0.0332953,0.340470709575249,0.000442086574847974
0.0342445,0.334660909726057,0.0004365653211165
0.0351937,0.328851096009473,0.000431017949425492
0.0361429,0.323041355034515,0.000425470474091788
0.0370921,0.316947663972035,0.00041992310240078
0.0380413,0.310805333583797,0.000414375627067075
0.0389905,0.305815437239747,0.000408828255376067
0.0399397,0.300825509994627,0.000403280780042362
0.0408889,0.295717875547279,0.000397733408351354
0.0418381,0.290501178082072,0.00039218593301765
0.0427873,0.285284615160632,0.000386638561326641
0.0437365,0.280067917695426,0.000381091085992937
0.0446857,0.274851351488513,0.0003756351271603
0.0456349,0.269634653665739,0.000370205493572591
0.0465841,0.265075288725658,0.000364775963627579
0.0475333,0.260761215147279,0.00035934633003987
0.0484825,0.2564471415689,0.000353916696452161
0.0494317,0.252133098891591,0.000348487166507149
0.0503809,0.247819025313213,0.00034305753291944
0.0513301,0.243504951734834,0.000337627899331731
0.0522793,0.240345665081595,0.000332198265744022
0.0532286,0.238641241861126,0.00032676873579901
0.0541778,0.236936728196858,0.000321315264391091
0.055127,0.235232204396334,0.00031577763511356
0.0560762,0.23352771149688,0.000310240109478726
0.0570254,0.231823187696356,0.000304702480201195
0.0579746,0.230118767538529,0.000299164850923664
0.0589238,0.228414243738005,0.000293627221646133
0.059873,0.226709719937481,0.000288089592368602
0.0608222,0.225005227038027,0.000282552066733768
0.0617714,0.223300806880199,0.000277014437456237
0.0627206,0.221974578922142,0.000271476808178706
0.0636698,0.221681668648849,0.000265939178901175
0.064619,0.221388892919323,0.000260401653266341
0.0655682,0.221096086288727,0.00025486402398881
0.0665174,0.220803279658131,0.000249326394711279
0.0674666,0.220510473027535,0.000243788765433748
0.0684158,0.220217666396939,0.000238251136156218
0.069365,0.219924890667413,0.000232713610521383
0.0703142,0.219632084036817,0.000227175981243852
0.0712634,0.219339277406221,0.000221638351966322
0.0722126,0.219046470775624,0.000216100722688791
0.0731618,0.218753664145028,0.00021056309341126
0.074111,0.218460846916967,0.000205003180953967
0.0750602,0.218168007276172,0.00019925930271027
0.0760094,0.217875198536447,0.000193515528109269
0.0769586,0.217582389796722,0.000187771753508268
0.0779078,0.217465877283856,0.000182027978907267
0.078857,0.217368227741765,0.000176284204306266
0.0798062,0.217270547298604,0.000170540326062568
0.0807554,0.21717300139921,0.000164796551461567
0.0817046,0.217075351857119,0.000159052776860566
0.0826538,0.216977702315028,0.000153309002259565
0.083603,0.216880156415634,0.000147565227658564
0.0845522,0.216782528721424,0.000142011326477673
0.0855015,0.216684844500487,0.000136611231058485
0.0864507,0.216587233021176,0.000131211031996601
0.0873999,0.216489621541865,0.000125810832934717
0.0883491,0.216391937320928,0.000120410737515529
0.0892983,0.216294325841618,0.000115010538453645
0.0902475,0.216196745263377,0.000109610443034458
0.0911967,0.216099133784067,0.000104210243972574
0.0921459,0.215945689792377,9.88101485533862e-05
0.0930951,0.2157444356165,9.3409949491502e-05
0.0940443,0.215543108698997,8.80098540723145e-05
0.0949935,0.215341854051546,8.41169307465923e-05
0.0959427,0.215140466212866,8.02287749849122e-05
0.0968919,0.214939212917952,7.63407228659286e-05
0.0978411,0.214737928721968,7.24525671042485e-05
0.0987903,0.214536675427055,6.85645149852649e-05
0.0997395,0.214335287588374,6.46763592235847e-05
0.1006887,0.21413403429346,6.07883071046012e-05
0.1016379,0.213932750097477,5.6900151342921e-05
0.1025871,0.213731393159866,5.30120992239374e-05
0.1035363,0.213530108963883,4.91239434622573e-05
0.1044855,0.213328776677688,4.62141747561618e-05
0.1054347,0.21312756395889,4.45451127706601e-05
0.1063839,0.212912535860378,4.28759471424619e-05
0.1073331,0.21263190193494,4.12067815142636e-05
0.1082823,0.212351164366806,3.95376158860653e-05
0.1092315,0.212070561342438,3.78685539005636e-05
0.1101807,0.211789927417001,3.61993882723653e-05
0.1111299,0.211509293491563,3.4530222644167e-05
0.1120791,0.211228690467195,3.28611606586653e-05
0.1130283,0.210948056541757,3.1191995030467e-05
0.1139775,0.21066742261632,2.95228294022687e-05
0.1149267,0.210386761142653,2.87313101285928e-05
0.1158759,0.210106096041492,2.80537978211397e-05
0.1168251,0.209825461841401,2.73763891563832e-05
0.1177744,0.209544900382937,2.66988768489301e-05
0.1187236,0.209264266182846,2.60214681841736e-05
0.1196728,0.208983601081685,2.53439558767205e-05
0.120622,0.208702935980524,2.46664435692673e-05
0.1215712,0.207964097418914,2.39890349045108e-05
0.1225204,0.20711609219675,2.33115225970577e-05
0.1234696,0.206268086974586,2.26340102896046e-05
0.1244188,0.205420112653492,2.19566016248481e-05
0.125368,0.204572211074025,2.1279089317395e-05
0.1263172,0.20372423675293,2.06016806526384e-05
0.1272664,0.202876231530766,1.99241683451854e-05
0.1282156,0.202028329951299,1.92466560377322e-05
0.1291648,0.201180355630205,1.85692473729757e-05
0.130114,0.20033235040804,1.78917350655226e-05
0.1310632,0.199484376086946,1.72143264007661e-05
0.1320124,0.198636474507479,1.6536814093313e-05
0.1329616,0.197788469285315,1.58593017858599e-05
0.1339108,0.19694049496422,1.51818931211033e-05
0.13486,0.196092494825731,1.44512121103118e-05
0.1358092,0.195156561699774,1.37050883377319e-05
0.1367584,0.194109803630119,1.29588609224554e-05
0.1377076,0.193063045560463,1.22126335071789e-05
0.1386568,0.192016287490808,1.14664060919025e-05
0.139606,0.190969529421152,1.0720178676626e-05
0.1405552,0.189922802252567,9.97405490404608e-06
0.1415044,0.188876044182911,9.22782748876957e-06
0.1424536,0.187829286113256,8.48160007349311e-06
0.1434028,0.187107966110818,7.73537265821664e-06
0.144352,0.186482673377981,6.99349823619593e-06
0.1453012,0.185857290082156,6.26696293326703e-06
0.1462504,0.185231875885261,5.54032398764156e-06
0.1471996,0.184606492589435,4.81378868471266e-06
0.1481488,0.183981212936307,4.08725338178376e-06
0.149098,0.183355798739412,3.36061443615829e-06
0.1500473,0.182712174328991,2.63407913322939e-06
0.1509965,0.181852454896229,1.90754383030048e-06
0.1519457,0.180992735463468,1.18100852737158e-06
0.1528949,0.180132985129636,4.54369581746115e-07
0.1538441,0.179273162054179,-2.72165721182788e-07
0.1547933,0.178413470475392,-9.85745687040931e-07
0.1557425,0.177553683711153,-1.69269252031883e-06
0.1566917,0.176693896946913,-2.3996393535967e-06
0.1576409,0.175865410277037,-3.1065861868746e-06
0.1585901,0.175039027362162,-3.81342937745594e-06
0.1595393,0.174212613546217,-4.52037621073384e-06
0.1604885,0.173386199730273,-5.22732304401174e-06
0.1614377,0.172559785914328,-5.93426987728964e-06
0.1623869,0.171733372098383,-6.6412167105675e-06
0.1633361,0.170906989183508,-7.34805990114884e-06
0.1642853,0.170080475559646,-8.05707958835806e-06
0.1652345,0.169386553540321,-8.78371853398353e-06
0.1661837,0.168746038410797,-9.51025383691243e-06
0.1671329,0.168105419638576,-1.02367891398413e-05
0.1680821,0.167464873607982,-1.09634280854668e-05
0.1690313,0.166824358478458,-1.16899633883957e-05
0.1699805,0.166183843348935,-1.24164986913246e-05
0.1709297,0.165543297318341,-1.31431376369501e-05
0.1718789,0.16490267854612,-1.3869672939879e-05
0.1728281,0.164262132515526,-1.45963118855044e-05
0.1737773,0.163621617386002,-1.53228471884333e-05
0.1747265,0.162981101468794,-1.60601613318051e-05
0.1756757,0.162340519126981,-1.68063887470816e-05
0.1766249,0.161700040427865,-1.75526161623581e-05
0.1775741,0.161059458086053,-1.82988435776346e-05
0.1785233,0.16041890664531,-1.90449673502145e-05
0.1794725,0.159810142611343,-1.9791194765491e-05
0.1804217,0.159261076770598,-2.05374221807674e-05
0.1813709,0.15871211457255,-2.12836495960439e-05
0.1823202,0.158163079632875,-2.20297733686238e-05
0.1832694,0.157614013792131,-2.27760007839003e-05
0.1842186,0.157064947951386,-2.35222281991768e-05
0.1851678,0.15651591842186,-2.42488671448023e-05
0.186117,0.155966888892334,-2.49755060904277e-05
0.1870662,0.155417890263878,-2.57020413933566e-05
0.1880154,0.154868787992726,-2.64285766962855e-05
0.1889646,0.1543197584632,-2.7155215641911e-05
0.1899138,0.153770759834744,-2.78817509448399e-05
0.190863,0.153221761206288,-2.86082862477688e-05
0.1918122,0.152672658935135,-2.93348215506977e-05
0.1927614,0.152123629405609,-3.00614604963232e-05
0.1937106,0.151574630777153,-3.07879957992521e-05
0.1946598,0.151103492620698,-3.1488724070736e-05
0.195609,0.150633713204448,-3.21563903220153e-05
0.1965582,0.150163933788198,-3.28240565732946e-05
0.1975074,0.149694154371948,-3.34917228245739e-05
0.1984566,0.149224374955699,-3.41593890758532e-05
0.1994058,0.148754595539449,-3.48270553271326e-05
0.200355,0.148284816123199,-3.54947215784119e-05
0.2013042,0.147815036706949,-3.61623878296912e-05
0.2022534,0.1473452572907,-3.68300540809705e-05
0.2032026,0.14687550877552,-3.74976166895532e-05
0.2041518,0.14640572935927,-3.81652829408326e-05
0.205101,0.145936031929575,-3.88156408617853e-05
0.2060502,0.145466185181848,-3.94637186434136e-05
0.2069994,0.144996472977887,-4.01116927823454e-05
0.2079486,0.144526760773926,-4.07596669212771e-05
0.2088978,0.144188851178927,-4.14077447029054e-05
0.209847,0.143932642929892,-4.20557188418372e-05
0.2107962,0.143676507422484,-4.27037966234655e-05
0.2117454,0.143420299173449,-4.33517707623972e-05
0.2126946,0.143164163666041,-4.39998485440255e-05
0.2136438,0.142907955417006,-4.46478226829573e-05
0.2145931,0.142651879006664,-4.53054355926697e-05
0.2155423,0.142395673581892,-4.59829479001228e-05
0.2164915,0.142139499058191,-4.66603565648793e-05
0.2174407,0.14188329363342,-4.73378688723324e-05
0.2183899,0.141627191851345,-4.80153811797855e-05
0.2193391,0.141371017327644,-4.8692789844542e-05
0.2202883,0.141114811902873,-4.93703021519951e-05
0.2212375,0.140858637379171,-5.00477108167517e-05
0.2221867,0.140602535597097,-5.07252231242048e-05
0.2231359,0.140357109012768,-5.14027354316579e-05
0.2240851,0.140143531637356,-5.20801440964144e-05
0.2250343,0.139930020805737,-5.27879200712648e-05
0.2259835,0.139716443549513,-5.35046093180199e-05
0.2269327,0.139502939034916,-5.42214022074716e-05
0.2278819,0.139289465421389,-5.49380914542267e-05
0.2288311,0.139075857264096,-5.56548843436784e-05
0.2297803,0.138862383650569,-5.63715735904336e-05
0.2307295,0.138648775493275,-5.70883664798852e-05
0.2316787,0.138435270978679,-5.78051593693369e-05
0.2326279,0.138221693722455,-5.8521848616092e-05
0.2335771,0.138008189207858,-5.92386415055437e-05
0.2345263,0.137794688528041,-5.99575072489267e-05
0.2354755,0.137581077665673,-6.06840425518556e-05
0.2364247,0.137367570446002,-6.14105778547845e-05
0.2373739,0.137154063226331,-6.21371131577134e-05
0.2383231,0.137010898496558,-6.28637521033389e-05
0.2392723,0.13687667793976,-6.35902874062678e-05
0.2402215,0.136742561025658,-6.43168227091967e-05
0.2411707,0.13660830956779,-6.50434616548222e-05
0.2421199,0.136474089010992,-6.57699969577511e-05
0.2430691,0.136339868454194,-6.649653226068e-05
0.2440183,0.136205751540092,-6.72230675636089e-05
0.2449675,0.136071500082224,-6.79497065092343e-05
0.2459167,0.135937279525426,-6.86762418121632e-05
0.246866,0.135803162611324,-6.94027771150921e-05
0.2478152,0.135668911153456,-7.01294160607176e-05
0.2487644,0.135534690596658,-7.08559513636465e-05
0.2497136,0.13540047003986,-7.15824866665754e-05
0.2506628,0.135266322224688,-7.23091256122009e-05
0.251612,0.13513210166789,-7.30356609151298e-05
0.2525612,0.135001094034686,-7.37621962180587e-05
0.2535104,0.134872884754288,-7.44887315209876e-05
0.2544596,0.134744782951367,-7.52173396778478e-05
0.2554088,0.134616610101378,-7.59635670931243e-05
0.256358,0.134488437251388,-7.67097945084008e-05
0.2573072,0.134360295302469,-7.74559182809807e-05
0.2582564,0.134232226095176,-7.82021456962572e-05
0.2592056,0.134104053245187,-7.89483731115336e-05
0.2601548,0.133975880395197,-7.96946005268101e-05
0.261104,0.133847738446278,-8.044072429939e-05
0.2620532,0.133719565596288,-8.11869517146665e-05
0.2630024,0.133591392746299,-8.1933179129943e-05
0.2639516,0.133463323539006,-8.26794065452195e-05
0.2649008,0.133335180802402,-8.34363091582422e-05
0.26585,0.133206971641194,-8.42021250431698e-05
0.2667992,0.133088504893463,-8.49679409280972e-05
0.2677484,0.133021310379462,-8.57338604557212e-05
0.2686976,0.132954250409228,-8.64996763406488e-05
0.2696468,0.132887190438994,-8.72654922255762e-05
0.270596,0.132820026826063,-8.80313081105037e-05
0.2715452,0.132752935954759,-8.87972276381278e-05
0.2724944,0.132685875984525,-8.95630435230552e-05
0.2734436,0.132618712371594,-9.03288594079827e-05
0.2743928,0.13255165240136,-9.10946752929102e-05
0.275342,0.132484589726051,-9.18702335913149e-05
0.2762912,0.132417496149673,-9.26458955324162e-05
0.2772404,0.132350298930598,-9.34215574735174e-05
0.2781896,0.132283205354219,-9.41972194146187e-05
0.2791389,0.132216111777841,-9.497288135572e-05
0.2800881,0.132149018201462,-9.57485432968213e-05
0.2810373,0.132081924625084,-9.65242052379225e-05
0.2819865,0.132043851003744,-9.72998671790238e-05
0.2829357,0.13201344694195,-9.80755291201251e-05
0.2838849,0.131982939237459,-9.88511910612264e-05
0.2848341,0.131952495133309,-9.95884015619016e-05
0.2857833,0.131921989895514,-0.000100275759925528
0.2867325,0.131891619201487,-0.000100963014646459
0.2876817,0.131861144864762,-0.000101650269367389
0.2886309,0.131830639626968,-0.000102337627731016
0.2895801,0.131800165290243,-0.000103024882451946
0.2905293,0.131769794596215,-0.000103712137172877
0.2914785,0.131739289358421,-0.000104399495536504
0.2924277,0.131708815021696,-0.000105086750257434
0.2933769,0.131678309783902,-0.000105774108621061
0.2943261,0.131647939089874,-0.000106461363341991
0.2952753,0.131617426270616,-0.000106993361303465
0.2962245,0.131589578835768,-0.00010750390522675
0.2971737,0.131565151609907,-0.000108014449150035
0.2981229,0.131540724384045,-0.00010852499307332
0.2990721,0.131516400800881,-0.000109035536996605
0.3000213,0.131491942673949,-0.000109546184562587
0.3009705,0.131467515448088,-0.000110056728485872
0.3019197,0.131443088222227,-0.000110567272409157
0.3028689,0.131418764639062,-0.000111077816332442
0.3038181,0.131394337413201,-0.000111588360255727
0.3047673,0.131369893822157,-0.000112022830439732
0.3057165,0.131345538622788,-0.000112297794513722
0.3066657,0.131321110681792,-0.000112572654945016
0.3076149,0.131296651839726,-0.000112847619019006
0.3085641,0.131272327541427,-0.000113122479450299
0.3095133,0.131247868699361,-0.000113397443524289
0.3104625,0.131222373430329,-0.000113672407598279
0.3114118,0.131179600732041,-0.000113947268029573
0.312361,0.131136797132683,-0.000114222232103563
0.3133102,0.131094024434395,-0.000114497092534856
0.3142594,0.131051324477733,-0.000114772056608847
0.3152086,0.131008495833118,-0.000114994266550284
0.3161578,0.130965792933004,-0.000115200411873755
0.317107,0.130923059131819,-0.000115406660839921
0.3180562,0.130880252589009,-0.000115612806163391
0.3190054,0.130837549688895,-0.000115818951486861
0.3199546,0.130794712245014,-0.000116025200453028
0.3209038,0.1307520093449,-0.000116231345776498
0.321853,0.130709171901019,-0.000116437594742665
0.3228022,0.130666469000905,-0.000116643740066135
0.3237514,0.130623766100791,-0.000116849885389605
0.3247006,0.13058093632647,-0.000117060280063635
0.3256498,0.130568015310678,-0.000117286117499452
0.326599,0.13056794598926,-0.00011751195493527
0.3275482,0.130568011211609,-0.000117737688728391
0.3284974,0.130568045532888,-0.000117963526164209
0.3294466,0.130567976211471,-0.000118189363600027
0.3303958,0.13056801053275,-0.000118415201035844
0.331345,0.130568044854029,-0.000118641038471662
0.3322942,0.130567975532611,-0.00011886687590748
0.3332434,0.13056800985389,-0.000119092713343297
0.3341926,0.130567940532472,-0.000119318550779115
0.3351418,0.130568059099717,-0.000119550710419423
0.336091,0.130567956172155,-0.000119786393911415
0.3370402,0.13056795688729,-0.000120022077403406
0.3379894,0.130567988503494,-0.000120257657252701
0.3389386,0.130567989218629,-0.000120493340744693
0.3398878,0.130568020834834,-0.000120728920593988
0.340837,0.130568021549968,-0.000120964604085979
0.3417862,0.130568022265103,-0.000121200287577971
0.3427354,0.130568053881307,-0.000121435867427265
0.3436846,0.130567950953745,-0.000121671550919257
0.3446339,0.130568020575727,-0.000121905265200014
0.3455831,0.130567984860454,-0.000122121256579658
0.3465323,0.13056794914518,-0.000122337247959302
0.3474815,0.130568017072604,-0.000122553239338945
0.3484307,0.13056798135733,-0.000122769230718589
0.3493799,0.130568049284754,-0.000122985222098233
0.3503291,0.130567982668411,-0.000123201317120574
0.3512783,0.130567946953137,-0.000123417308500218
0.3522275,0.130568014880561,-0.000123633299879862
0.3531767,0.130567979165287,-0.000123849291259506
0.3541259,0.130568047092711,-0.000124065282639149
0.3550751,0.130450096102131,-0.00012429194921654
0.3560243,0.130328109363407,-0.000124527632708531
0.3569735,0.130206153525753,-0.000124763212557826
0.3579227,0.130084166787029,-0.000124998896049818
0.3588719,0.129962180048306,-0.000125234579541809
0.3598211,0.129840224210652,-0.000125470159391104
0.3607703,0.129718237471928,-0.000125705842883095
0.3617195,0.129596281634274,-0.00012594142273239
0.3626687,0.12947429489555,-0.000126177106224382
0.3636179,0.129352411799523,-0.000126412789716373
0.3645671,0.129230455961869,-0.000126648369565668
0.3655163,0.129108497419141,-0.00012689369182844
0.3664655,0.128986477074273,-0.000127139221376606
0.3674147,0.128864487630475,-0.000127384647282074
0.3683639,0.128742601829373,-0.000127630073187543
0.3693131,0.128686601882218,-0.000127875602735708
0.3702623,0.128674370054083,-0.000128121028641177
0.3712115,0.128662138225949,-0.000128366454546646
0.3721607,0.128649875496744,-0.000128611984094811
0.3731099,0.128637643668609,-0.00012885741000028
0.3740591,0.128625484582101,-0.000129102939548445
0.3750083,0.128613229522456,-0.000129352614804473
0.3759575,0.128600964088178,-0.000129607886766115
0.3769068,0.128588698653899,-0.000129863158727758
0.377856,0.128576536862316,-0.0001301184306894
0.3788052,0.128564271428037,-0.000130373702651043
0.3797544,0.128552005993758,-0.000130628974612685
0.3807036,0.128539844202176,-0.000130884246574328
0.3816528,0.128527578767897,-0.00013113951853597
0.382602,0.128515313333618,-0.000131394790497613
0.3835512,0.128506053537539,-0.000131650062459255
0.3845004,0.128506017941455,-0.000131905334420898
0.3854496,0.128506034902583,-0.00013217781107017
0.3863988,0.128506035736906,-0.00013245277514416
0.387348,0.128505932928533,-0.00013272773921815
0.3882972,0.128505964663927,-0.000133002599649444
0.3892464,0.128505965498251,-0.000133277563723434
0.3901956,0.128505997233645,-0.000133552424154728
0.3911448,0.128505998067968,-0.000133827388228718
0.392094,0.128506029803362,-0.000134102248660011
0.3930432,0.128506030637686,-0.000134377212734001
0.3939924,0.128505958730383,-0.000134652073165295
0.3949416,0.128505971069046,-0.000134933255801079
0.3958908,0.128506039234847,-0.00013522780834472
0.39684,0.128506003757952,-0.000135522360888361
0.3977892,0.128505968281057,-0.000135816913432002
0.3987384,0.128458153521045,-0.000136111465975643
0.3996876,0.128403291057667,-0.000136406018519284
0.4006368,0.128348428594288,-0.000136700571062925
0.401586,0.12829353522984,-0.000136995227249263
0.4025352,0.128238672766461,-0.000137289779792904
0.4034844,0.128183810303083,-0.000137584332336545
0.4044336,0.128128947839704,-0.000137878884880186
0.4053828,0.128074082344777,-0.000138255833367597
0.406332,0.12801925384511,-0.00013865838160106
0.4072812,0.127964394444373,-0.00013906103347722
0.4082304,0.127909462302009,-0.000139463581710683
0.4091797,0.127854633802343,-0.000139866129944146
0.4101289,0.127799805302676,-0.000140268678177609
0.4110781,0.127744873160312,-0.000140671226411072
0.4120273,0.127690044660645,-0.000141073774644535
0.4129765,0.127622779037391,-0.000141476322877998
0.4139257,0.127543490861334,-0.000141878871111461
0.4148749,0.127464122616112,-0.000142299764102216
0.4158241,0.12738480107229,-0.00014279071955585
0.4167733,0.127305479528467,-0.000143281675009484
0.4177225,0.127226085243018,-0.000143772526820422
0.4186717,0.127146763699195,-0.000144263482274056
0.4196209,0.127067442155372,-0.00014475443772769
0.4205701,0.12698812061155,-0.000145245393181324
0.4215193,0.126908726326101,-0.000145736244992261
0.4224685,0.126829404782278,-0.000146227200445895
0.4234177,0.126750083238455,-0.000146718155899529
0.4243669,0.126670792595703,-0.000147209007710466
0.4253161,0.126591380711723,-0.000147667937570862
0.4262653,0.126512092654856,-0.000148109766386323
0.4272145,0.126443998009218,-0.000148551595201785
0.4281637,0.126443996615224,-0.000148993424017246
0.4291129,0.126443995221229,-0.000149435252832708
0.4300621,0.126443993827235,-0.00014987708164817
0.4310113,0.126443992433241,-0.000150318910463631
0.4319605,0.126443991039246,-0.000150760739279093
0.4329097,0.126443989645252,-0.000151202568094554
0.4338589,0.126443988251258,-0.000151644396910016
0.4348081,0.126443945239539,-0.000152069331965937
0.4357573,0.126444010581077,-0.000152334346341057
0.4367065,0.126444045021545,-0.000152599464358873
0.4376557,0.126443975819316,-0.00015286458237669
0.4386049,0.126444010259785,-0.000153129700394506
0.4395541,0.126443941057556,-0.000153394818412322
0.4405033,0.126444006399094,-0.000153659832787442
0.4414526,0.126444040839562,-0.000153924950805258
0.4424018,0.126410805974432,-0.000154190068823075
0.443351,0.126368139623915,-0.000154455186840891
0.4443002,0.126325473273398,-0.000154720304858707
0.4452494,0.126282740824751,-0.000154921682618135
0.4461986,0.126240074116667,-0.000155068958889956
0.4471478,0.126197407408582,-0.000155216235161776
0.448097,0.126154637057801,-0.000155363511433597
0.4490462,0.126111939448647,-0.000155510891348114
0.4499954,0.126069272740562,-0.000155658167619934
0.4509446,0.126026606032478,-0.000155805443891755
0.4518938,0.125983835681697,-0.000155952720163575
0.452843,0.125941168973612,-0.000156099996435396
0.4537922,0.125898502265528,-0.000156247272707217
0.4547414,0.125855835557443,-0.000156394548979037
0.4556906,0.125813126754877,-0.000156367809163323
0.4566398,0.125712663256571,-0.000156338374637498
0.457589,0.125529596529102,-0.000156308940111673
0.4585382,0.125346633444329,-0.000156279505585849
0.4594874,0.12516359761793,-0.000156249967417327
0.4604366,0.124980634533157,-0.000156220532891502
0.4613858,0.124797567805688,-0.000156191098365678
0.462335,0.124614604720915,-0.000156161663839853
0.4632842,0.124431537993446,-0.000156132229314028
0.4642334,0.124248605809743,-0.000156102691145507
0.4651826,0.124065544015666,-0.000155896649464733
0.4661318,0.123882512407524,-0.000155454820649272
0.467081,0.123699480799383,-0.00015501299183381
0.4680302,0.123516552833938,-0.000154571163018348
0.4689794,0.123333521225796,-0.000154129334202887
0.4699286,0.123150489617654,-0.000153687505387425
0.4708778,0.122962068589291,-0.000153245676571963
0.471827,0.122663164446389,-0.000152803847756502
0.4727762,0.122364260303486,-0.00015236201894104
0.4737255,0.122065252517887,-0.000151920190125579
0.4746747,0.121766348374984,-0.000151478361310117
0.4756239,0.121467454129959,-0.000150873813461047
0.4765731,0.121168515784967,-0.000150245427791766
0.4775223,0.120869577439974,-0.000149617042122485
0.4784715,0.120570639094982,-0.000148988656453204
0.4794207,0.12027170074999,-0.000148360270783924
0.4803699,0.119972866047694,-0.000147731885114643
0.4813191,0.119673927702701,-0.000147103499445362
0.4822683,0.119374989357709,-0.000146475113776081
